error    libmamba Could not set lock (Resource temporarily unavailable)
[E-678 s401] best=72714.12 (+-539.36 vs bank) it=28 acc=28 [144s]
[E-678 s401] best=72723.74 (+-529.74 vs bank) it=29 acc=29 [147s]
[E-678 s401] best=72735.81 (+-517.67 vs bank) it=30 acc=30 [150s]
[E-678 s401] best=72739.23 (+-514.25 vs bank) it=31 acc=31 [153s]
[E-678 s401] best=72746.76 (+-506.72 vs bank) it=32 acc=32 [156s]
[E-678 s401] best=72749.00 (+-504.48 vs bank) it=33 acc=33 [159s]
[E-678 s401] best=72756.78 (+-496.70 vs bank) it=34 acc=34 [162s]
[E-678 s401] best=72768.48 (+-485.00 vs bank) it=35 acc=35 [165s]
[E-678 s401] best=72774.02 (+-479.46 vs bank) it=36 acc=36 [168s]
[E-678 s401] best=72779.07 (+-474.41 vs bank) it=37 acc=37 [170s]
[E-678 s401] best=72798.71 (+-454.77 vs bank) it=38 acc=38 [175s]
[E-678 s401] best=72804.77 (+-448.71 vs bank) it=39 acc=39 [178s]
[E-678 s401] best=72805.41 (+-448.07 vs bank) it=40 acc=40 [181s]
[E-678 s401] best=72810.32 (+-443.16 vs bank) it=41 acc=41 [186s]
[E-678 s401] best=72816.79 (+-436.69 vs bank) it=42 acc=42 [188s]
[E-678 s401] best=72824.02 (+-429.46 vs bank) it=43 acc=43 [191s]
[E-678 s401] best=72826.51 (+-426.97 vs bank) it=44 acc=44 [194s]
[E-678 s401] best=72826.90 (+-426.58 vs bank) it=45 acc=45 [197s]
[E-678 s401] best=72830.55 (+-422.93 vs bank) it=46 acc=46 [199s]
[E-678 s401] best=72840.24 (+-413.24 vs bank) it=47 acc=47 [202s]
[E-678 s401] best=72842.21 (+-411.27 vs bank) it=48 acc=48 [205s]
[E-678 s401] best=72845.12 (+-408.36 vs bank) it=49 acc=49 [208s]
[E-678 s401] best=72847.14 (+-406.34 vs bank) it=50 acc=50 [210s]
[E-678 s401] best=72853.81 (+-399.67 vs bank) it=51 acc=51 [213s]
[E-678 s401] best=72856.22 (+-397.26 vs bank) it=52 acc=52 [216s]
[E-678 s401] best=72861.60 (+-391.88 vs bank) it=53 acc=53 [218s]
[E-678 s401] best=72866.96 (+-386.52 vs bank) it=54 acc=54 [221s]
[E-678 s401] best=72866.99 (+-386.49 vs bank) it=55 acc=55 [224s]
[E-678 s401] best=72870.62 (+-382.85 vs bank) it=56 acc=56 [227s]
[E-678 s401] best=72872.43 (+-381.05 vs bank) it=57 acc=57 [229s]
[E-678 s401] best=72878.06 (+-375.42 vs bank) it=58 acc=58 [232s]
[E-678 s401] best=72882.99 (+-370.49 vs bank) it=59 acc=59 [235s]
[E-678 s401] best=72885.36 (+-368.12 vs bank) it=60 acc=60 [237s]
[E-678 s401] best=72891.85 (+-361.63 vs bank) it=61 acc=61 [240s]
[E-678 s401] best=72897.81 (+-355.67 vs bank) it=62 acc=62 [243s]
[E-678 s401] best=72908.20 (+-345.28 vs bank) it=63 acc=63 [246s]
[E-678 s401] best=72911.77 (+-341.71 vs bank) it=64 acc=64 [249s]
[E-678 s401] best=72913.80 (+-339.68 vs bank) it=65 acc=65 [251s]
[E-678 s401] best=72918.32 (+-335.16 vs bank) it=66 acc=66 [254s]
[E-678 s401] best=72918.46 (+-335.02 vs bank) it=67 acc=67 [257s]
[E-678 s401] best=72921.77 (+-331.71 vs bank) it=68 acc=68 [259s]
[E-678 s401] best=72931.01 (+-322.47 vs bank) it=69 acc=69 [262s]
[E-678 s401] best=72935.58 (+-317.90 vs bank) it=70 acc=70 [265s]
[E-678 s401] best=72942.74 (+-310.74 vs bank) it=71 acc=71 [268s]
[E-678 s401] best=72944.04 (+-309.44 vs bank) it=73 acc=73 [273s]
[E-678 s401] best=72946.97 (+-306.51 vs bank) it=74 acc=74 [276s]
[E-678 s401] best=72947.38 (+-306.10 vs bank) it=75 acc=75 [279s]
[E-678 s401] best=72950.01 (+-303.47 vs bank) it=76 acc=76 [281s]
[E-678 s401] best=72950.44 (+-303.04 vs bank) it=77 acc=77 [284s]
[E-678 s401] best=72952.69 (+-300.79 vs bank) it=78 acc=78 [287s]
[E-678 s401] best=72954.65 (+-298.83 vs bank) it=79 acc=79 [289s]
[E-678 s401] best=72954.72 (+-298.76 vs bank) it=80 acc=80 [292s]
[E-678 s401] best=72956.38 (+-297.10 vs bank) it=81 acc=81 [295s]
[E-678 s401] best=72959.69 (+-293.79 vs bank) it=82 acc=82 [298s]
[E-678 s401] best=72967.03 (+-286.45 vs bank) it=83 acc=83 [301s]
[E-678 s401] best=72970.71 (+-282.77 vs bank) it=84 acc=84 [304s]
[E-678 s401] best=72976.05 (+-277.43 vs bank) it=85 acc=85 [306s]
[E-678 s401] best=72979.98 (+-273.50 vs bank) it=86 acc=86 [309s]
[E-678 s401] best=72981.03 (+-272.45 vs bank) it=87 acc=87 [312s]
[E-678 s401] best=72982.44 (+-271.04 vs bank) it=88 acc=88 [315s]
[E-678 s401] best=72988.68 (+-264.80 vs bank) it=89 acc=89 [317s]
[E-678 s401] best=72995.06 (+-258.42 vs bank) it=90 acc=90 [320s]
[E-678 s401] best=72995.66 (+-257.82 vs bank) it=91 acc=91 [323s]
[E-678 s401] best=72996.13 (+-257.35 vs bank) it=92 acc=92 [326s]
[E-678 s401] best=72998.66 (+-254.82 vs bank) it=93 acc=93 [329s]
[E-678 s401] best=73003.90 (+-249.57 vs bank) it=95 acc=95 [335s]
[E-678 s401] best=73006.06 (+-247.42 vs bank) it=96 acc=96 [337s]
[E-678 s401] best=73007.26 (+-246.22 vs bank) it=97 acc=97 [340s]
[E-678 s401] best=73007.45 (+-246.03 vs bank) it=98 acc=98 [343s]
[E-678 s401] best=73011.61 (+-241.87 vs bank) it=99 acc=99 [346s]
[E-678 s401] it=100 cur=73011.61 best=73011.61 [349s]
[E-678 s401] best=73013.02 (+-240.46 vs bank) it=101 acc=101 [352s]
[E-678 s401] best=73015.09 (+-238.39 vs bank) it=103 acc=103 [358s]
[E-678 s401] best=73017.38 (+-236.10 vs bank) it=105 acc=105 [363s]
[E-678 s401] best=73017.53 (+-235.95 vs bank) it=106 acc=106 [366s]
[E-678 s401] best=73021.54 (+-231.94 vs bank) it=108 acc=108 [373s]
[E-678 s401] best=73024.34 (+-229.14 vs bank) it=109 acc=109 [376s]
[E-678 s401] best=73026.42 (+-227.06 vs bank) it=110 acc=110 [378s]
[E-678 s401] best=73028.01 (+-225.47 vs bank) it=111 acc=111 [381s]
[E-678 s401] best=73030.44 (+-223.04 vs bank) it=112 acc=112 [384s]
[E-678 s401] best=73030.80 (+-222.68 vs bank) it=115 acc=115 [392s]
[E-678 s401] best=73031.14 (+-222.34 vs bank) it=117 acc=117 [398s]
[E-678 s401] best=73032.67 (+-220.81 vs bank) it=120 acc=120 [407s]
[E-678 s401] best=73033.58 (+-219.90 vs bank) it=121 acc=121 [410s]
[E-678 s401] best=73034.44 (+-219.04 vs bank) it=122 acc=122 [413s]
[E-678 s401] best=73034.64 (+-218.84 vs bank) it=123 acc=123 [416s]
[E-678 s401] best=73036.31 (+-217.17 vs bank) it=124 acc=124 [419s]
[E-678 s401] best=73037.67 (+-215.81 vs bank) it=129 acc=129 [433s]
[E-678 s401] best=73040.68 (+-212.80 vs bank) it=131 acc=131 [440s]
[E-678 s401] best=73041.42 (+-212.06 vs bank) it=138 acc=138 [460s]
[E-678 s401] best=73041.58 (+-211.90 vs bank) it=142 acc=142 [471s]
[E-678 s401] best=73042.99 (+-210.49 vs bank) it=145 acc=145 [479s]
[E-678 s401] best=73044.27 (+-209.21 vs bank) it=146 acc=146 [482s]
[E-678 s401] best=73045.44 (+-208.04 vs bank) it=147 acc=147 [486s]
[E-678 s401] best=73048.24 (+-205.24 vs bank) it=149 acc=149 [492s]
[E-678 s401] best=73049.01 (+-204.46 vs bank) it=150 acc=150 [494s]
[E-678 s401] best=73050.85 (+-202.63 vs bank) it=152 acc=152 [500s]
[E-678 s401] best=73053.42 (+-200.06 vs bank) it=158 acc=158 [517s]
[E-678 s401] best=73053.57 (+-199.91 vs bank) it=160 acc=160 [523s]
[E-678 s401] best=73054.40 (+-199.08 vs bank) it=163 acc=163 [532s]
[E-678 s401] best=73054.47 (+-199.01 vs bank) it=176 acc=176 [567s]
[E-678 s401] best=73055.62 (+-197.86 vs bank) it=177 acc=177 [569s]
[E-678 s401] best=73055.85 (+-197.63 vs bank) it=189 acc=189 [601s]
[E-678 s401] best=73057.62 (+-195.86 vs bank) it=194 acc=194 [615s]
[E-678 s401] it=200 cur=73057.62 best=73057.62 [631s]
[E-678 s401] best=73059.08 (+-194.40 vs bank) it=239 acc=239 [734s]
[E-678 s401] best=73061.05 (+-192.43 vs bank) it=245 acc=245 [750s]
[E-678 s401] best=73061.41 (+-192.07 vs bank) it=247 acc=247 [756s]
[E-678 s401] best=73061.47 (+-192.01 vs bank) it=264 acc=264 [801s]
[E-678 s401] best=73064.55 (+-188.93 vs bank) it=265 acc=265 [803s]
[E-678 s401] best=73067.03 (+-186.45 vs bank) it=266 acc=266 [806s]
[E-678 s401] best=73068.36 (+-185.12 vs bank) it=292 acc=292 [881s]
[E-678 s401] best=73069.48 (+-184.00 vs bank) it=295 acc=295 [890s]
[E-678 s401] it=300 cur=73069.48 best=73069.48 [906s]
[E-678 s401] best=73069.48 (+-184.00 vs bank) it=304 acc=304 [918s]
[E-678 s401] best=73070.74 (+-182.74 vs bank) it=312 acc=312 [942s]
[E-678 s401] best=73071.01 (+-182.47 vs bank) it=318 acc=318 [961s]
[E-678 s401] best=73071.39 (+-182.09 vs bank) it=327 acc=327 [990s]
[E-678 s401] best=73072.32 (+-181.16 vs bank) it=329 acc=329 [997s]
[E-678 s401] best=73072.42 (+-181.06 vs bank) it=330 acc=330 [1000s]
[E-678 s401] best=73072.72 (+-180.76 vs bank) it=331 acc=331 [1003s]
[E-678 s401] best=73072.73 (+-180.75 vs bank) it=333 acc=333 [1009s]
[E-678 s401] best=73073.22 (+-180.26 vs bank) it=335 acc=335 [1015s]
[E-678 s401] best=73073.24 (+-180.24 vs bank) it=336 acc=336 [1019s]
[E-678 s401] best=73074.09 (+-179.39 vs bank) it=337 acc=337 [1022s]
[E-678 s401] best=73074.12 (+-179.36 vs bank) it=340 acc=340 [1031s]
[E-678 s401] best=73075.67 (+-177.81 vs bank) it=342 acc=342 [1036s]
[E-678 s401] best=73076.60 (+-176.88 vs bank) it=363 acc=363 [1104s]
[E-678 s401] best=73078.06 (+-175.42 vs bank) it=365 acc=365 [1110s]
[E-678 s401] best=73078.63 (+-174.85 vs bank) it=368 acc=368 [1119s]
[E-678 s401] best=73081.40 (+-172.08 vs bank) it=369 acc=369 [1123s]
[E-678 s401] best=73081.89 (+-171.59 vs bank) it=372 acc=372 [1132s]
[E-678 s401] best=73082.38 (+-171.10 vs bank) it=377 acc=377 [1147s]
[E-678 s401] best=73082.57 (+-170.91 vs bank) it=378 acc=378 [1150s]
[E-678 s401] best=73083.92 (+-169.56 vs bank) it=379 acc=379 [1154s]
[E-678 s401] best=73089.13 (+-164.35 vs bank) it=381 acc=381 [1160s]
[E-678 s401] best=73091.62 (+-161.86 vs bank) it=383 acc=383 [1166s]
[E-678 s401] best=73093.50 (+-159.98 vs bank) it=390 acc=390 [1187s]
[E-678 s401] best=73093.75 (+-159.73 vs bank) it=393 acc=393 [1197s]
[E-678 s401] best=73094.05 (+-159.43 vs bank) it=395 acc=395 [1203s]
[E-678 s401] best=73094.06 (+-159.42 vs bank) it=396 acc=396 [1207s]
[E-678 s401] best=73095.80 (+-157.68 vs bank) it=400 acc=400 [1219s]
[E-678 s401] it=400 cur=73095.80 best=73095.80 [1219s]
[E-678 s401] best=73098.46 (+-155.02 vs bank) it=401 acc=401 [1223s]
[E-678 s401] best=73100.17 (+-153.31 vs bank) it=408 acc=408 [1245s]
[E-678 s401] best=73100.39 (+-153.09 vs bank) it=410 acc=410 [1251s]
[E-678 s401] best=73100.42 (+-153.06 vs bank) it=411 acc=411 [1254s]
[E-678 s401] best=73100.49 (+-152.99 vs bank) it=412 acc=412 [1257s]
[E-678 s401] best=73103.91 (+-149.57 vs bank) it=438 acc=438 [1339s]
[E-678 s401] best=73104.17 (+-149.31 vs bank) it=440 acc=440 [1345s]
[E-678 s401] best=73104.58 (+-148.90 vs bank) it=473 acc=473 [1450s]
[E-678 s401] best=73104.97 (+-148.51 vs bank) it=483 acc=483 [1480s]
[E-678 s401] it=500 cur=73104.97 best=73104.97 [1528s]
[E-678 s401] best=73105.09 (+-148.39 vs bank) it=516 acc=516 [1570s]
[E-678 s401] best=73107.17 (+-146.31 vs bank) it=517 acc=517 [1573s]
[E-678 s401] best=73108.55 (+-144.93 vs bank) it=521 acc=521 [1585s]
[E-678 s401] best=73111.61 (+-141.87 vs bank) it=525 acc=525 [1598s]
[E-678 s401] best=73112.02 (+-141.46 vs bank) it=539 acc=539 [1642s]
[E-678 s401] best=73113.64 (+-139.84 vs bank) it=541 acc=541 [1648s]
[E-678 s401] best=73114.53 (+-138.95 vs bank) it=542 acc=542 [1651s]
[E-678 s401] best=73114.78 (+-138.70 vs bank) it=544 acc=544 [1657s]
[E-678 s401] best=73115.15 (+-138.33 vs bank) it=551 acc=551 [1679s]
[E-678 s401] best=73115.30 (+-138.18 vs bank) it=552 acc=552 [1681s]
[E-678 s401] best=73118.58 (+-134.90 vs bank) it=554 acc=554 [1687s]
[E-678 s401] best=73118.97 (+-134.51 vs bank) it=557 acc=557 [1697s]
[E-678 s401] best=73119.34 (+-134.14 vs bank) it=559 acc=559 [1703s]
[E-678 s401] best=73119.57 (+-133.91 vs bank) it=567 acc=567 [1728s]
[E-678 s401] best=73119.88 (+-133.60 vs bank) it=570 acc=570 [1736s]
[E-678 s401] best=73120.69 (+-132.79 vs bank) it=572 acc=572 [1742s]
[E-678 s401] it=600 cur=73120.69 best=73120.69 [1828s]
[E-678 s401] best=73121.80 (+-131.68 vs bank) it=643 acc=643 [1961s]
[E-678 s401] best=73121.80 (+-131.68 vs bank) it=653 acc=653 [1989s]
