[E-756rr] bank 33490.458, 4479 matched. ruin-recreate K∈[100,400] 6000s seed7
[E-756rr] it52000: cur 33487.910 best 33490.458 (+0.000) T=0.067 acc50267 [849s]
[E-756rr] it52050: cur 33487.910 best 33490.458 (+0.000) T=0.065 acc50312 [849s]
[E-756rr] it52100: cur 33487.910 best 33490.458 (+0.000) T=0.063 acc50361 [850s]
[E-756rr] it52150: cur 33487.910 best 33490.458 (+0.000) T=0.062 acc50408 [851s]
[E-756rr] it52200: cur 33487.910 best 33490.458 (+0.000) T=0.060 acc50456 [852s]
[E-756rr] it52250: cur 33487.910 best 33490.458 (+0.000) T=0.059 acc50504 [853s]
[E-756rr] it52300: cur 33487.910 best 33490.458 (+0.000) T=0.057 acc50553 [854s]
[E-756rr] it52350: cur 33487.910 best 33490.458 (+0.000) T=0.056 acc50601 [854s]
[E-756rr] it52400: cur 33487.910 best 33490.458 (+0.000) T=0.055 acc50649 [855s]
[E-756rr] it52450: cur 33487.910 best 33490.458 (+0.000) T=0.053 acc50696 [856s]
[E-756rr] it52500: cur 33487.910 best 33490.458 (+0.000) T=0.052 acc50745 [857s]
[E-756rr] it52550: cur 33487.910 best 33490.458 (+0.000) T=0.051 acc50790 [858s]
[E-756rr] it52600: cur 33487.910 best 33490.458 (+0.000) T=0.049 acc50837 [859s]
[E-756rr] it52650: cur 33490.060 best 33490.458 (+0.000) T=1.951 acc50886 [860s]
[E-756rr] it52700: cur 33489.963 best 33490.458 (+0.000) T=1.902 acc50936 [860s]
[E-756rr] it52750: cur 33489.495 best 33490.458 (+0.000) T=1.855 acc50985 [861s]
[E-756rr] it52800: cur 33488.813 best 33490.458 (+0.000) T=1.810 acc51032 [862s]
[E-756rr] it52850: cur 33488.471 best 33490.458 (+0.000) T=1.765 acc51082 [863s]
[E-756rr] it52900: cur 33488.471 best 33490.458 (+0.000) T=1.721 acc51132 [864s]
[E-756rr] it52950: cur 33488.074 best 33490.458 (+0.000) T=1.679 acc51179 [865s]
[E-756rr] it53000: cur 33487.985 best 33490.458 (+0.000) T=1.637 acc51228 [866s]
[E-756rr] it53050: cur 33487.985 best 33490.458 (+0.000) T=1.597 acc51277 [866s]
[E-756rr] it53100: cur 33486.963 best 33490.458 (+0.000) T=1.558 acc51327 [867s]
[E-756rr] it53150: cur 33487.845 best 33490.458 (+0.000) T=1.519 acc51377 [868s]
[E-756rr] it53200: cur 33487.845 best 33490.458 (+0.000) T=1.482 acc51427 [869s]
[E-756rr] it53250: cur 33487.845 best 33490.458 (+0.000) T=1.445 acc51476 [870s]
[E-756rr] it53300: cur 33487.845 best 33490.458 (+0.000) T=1.409 acc51525 [870s]
[E-756rr] it53350: cur 33487.845 best 33490.458 (+0.000) T=1.374 acc51573 [871s]
[E-756rr] it53400: cur 33487.845 best 33490.458 (+0.000) T=1.341 acc51622 [872s]
[E-756rr] it53450: cur 33487.761 best 33490.458 (+0.000) T=1.307 acc51670 [872s]
[E-756rr] it53500: cur 33486.879 best 33490.458 (+0.000) T=1.275 acc51720 [873s]
[E-756rr] it53550: cur 33487.990 best 33490.458 (+0.000) T=1.244 acc51769 [874s]
[E-756rr] it53600: cur 33487.761 best 33490.458 (+0.000) T=1.213 acc51818 [875s]
[E-756rr] it53650: cur 33487.761 best 33490.458 (+0.000) T=1.183 acc51868 [876s]
[E-756rr] it53700: cur 33486.908 best 33490.458 (+0.000) T=1.154 acc51917 [876s]
[E-756rr] it53750: cur 33486.908 best 33490.458 (+0.000) T=1.125 acc51966 [877s]
[E-756rr] it53800: cur 33486.093 best 33490.458 (+0.000) T=1.097 acc52016 [878s]
[E-756rr] it53850: cur 33486.093 best 33490.458 (+0.000) T=1.070 acc52066 [879s]
[E-756rr] it53900: cur 33486.717 best 33490.458 (+0.000) T=1.044 acc52114 [879s]
[E-756rr] it53950: cur 33486.717 best 33490.458 (+0.000) T=1.018 acc52163 [880s]
[E-756rr] it54000: cur 33486.717 best 33490.458 (+0.000) T=0.993 acc52212 [881s]
[E-756rr] it54050: cur 33486.064 best 33490.458 (+0.000) T=0.968 acc52259 [882s]
[E-756rr] it54100: cur 33486.093 best 33490.458 (+0.000) T=0.945 acc52306 [882s]
[E-756rr] it54150: cur 33485.211 best 33490.458 (+0.000) T=0.921 acc52355 [883s]
[E-756rr] it54200: cur 33486.093 best 33490.458 (+0.000) T=0.898 acc52402 [884s]
[E-756rr] it54250: cur 33486.093 best 33490.458 (+0.000) T=0.876 acc52452 [885s]
[E-756rr] it54300: cur 33486.093 best 33490.458 (+0.000) T=0.855 acc52502 [886s]
[E-756rr] it54350: cur 33485.864 best 33490.458 (+0.000) T=0.834 acc52552 [886s]
[E-756rr] it54400: cur 33486.093 best 33490.458 (+0.000) T=0.813 acc52602 [887s]
[E-756rr] it54450: cur 33486.093 best 33490.458 (+0.000) T=0.793 acc52651 [888s]
[E-756rr] it54500: cur 33485.864 best 33490.458 (+0.000) T=0.773 acc52699 [889s]
[E-756rr] it54550: cur 33487.323 best 33490.458 (+0.000) T=0.754 acc52749 [890s]
[E-756rr] it54600: cur 33487.323 best 33490.458 (+0.000) T=0.736 acc52796 [890s]
[E-756rr] it54650: cur 33487.094 best 33490.458 (+0.000) T=0.717 acc52842 [891s]
[E-756rr] it54700: cur 33487.094 best 33490.458 (+0.000) T=0.700 acc52892 [892s]
[E-756rr] it54750: cur 33487.094 best 33490.458 (+0.000) T=0.682 acc52941 [893s]
[E-756rr] it54800: cur 33487.094 best 33490.458 (+0.000) T=0.666 acc52989 [894s]
[E-756rr] it54850: cur 33487.094 best 33490.458 (+0.000) T=0.649 acc53037 [895s]
[E-756rr] it54900: cur 33487.094 best 33490.458 (+0.000) T=0.633 acc53087 [895s]
[E-756rr] it54950: cur 33487.323 best 33490.458 (+0.000) T=0.617 acc53136 [896s]
[E-756rr] it55000: cur 33487.323 best 33490.458 (+0.000) T=0.602 acc53186 [897s]
[E-756rr] it55050: cur 33487.094 best 33490.458 (+0.000) T=0.587 acc53234 [898s]
[E-756rr] it55100: cur 33487.094 best 33490.458 (+0.000) T=0.573 acc53284 [899s]
[E-756rr] it55150: cur 33487.234 best 33490.458 (+0.000) T=0.559 acc53331 [900s]
[E-756rr] it55200: cur 33486.352 best 33490.458 (+0.000) T=0.545 acc53380 [901s]
[E-756rr] it55250: cur 33487.094 best 33490.458 (+0.000) T=0.531 acc53428 [902s]
[E-756rr] it55300: cur 33487.323 best 33490.458 (+0.000) T=0.518 acc53476 [902s]
[E-756rr] it55350: cur 33487.094 best 33490.458 (+0.000) T=0.506 acc53524 [903s]
[E-756rr] it55400: cur 33487.323 best 33490.458 (+0.000) T=0.493 acc53572 [904s]
[E-756rr] it55450: cur 33487.094 best 33490.458 (+0.000) T=0.481 acc53619 [905s]
[E-756rr] it55500: cur 33486.441 best 33490.458 (+0.000) T=0.469 acc53667 [906s]
[E-756rr] it55550: cur 33487.094 best 33490.458 (+0.000) T=0.457 acc53714 [907s]
[E-756rr] it55600: cur 33487.094 best 33490.458 (+0.000) T=0.446 acc53762 [908s]
[E-756rr] it55650: cur 33487.094 best 33490.458 (+0.000) T=0.435 acc53809 [908s]
[E-756rr] it55700: cur 33487.094 best 33490.458 (+0.000) T=0.424 acc53859 [909s]
[E-756rr] it55750: cur 33487.094 best 33490.458 (+0.000) T=0.414 acc53908 [910s]
[E-756rr] it55800: cur 33487.094 best 33490.458 (+0.000) T=0.404 acc53954 [911s]
[E-756rr] it55850: cur 33487.094 best 33490.458 (+0.000) T=0.394 acc54003 [912s]
[E-756rr] it55900: cur 33487.094 best 33490.458 (+0.000) T=0.384 acc54050 [912s]
[E-756rr] it55950: cur 33487.323 best 33490.458 (+0.000) T=0.374 acc54097 [913s]
[E-756rr] it56000: cur 33487.094 best 33490.458 (+0.000) T=0.365 acc54146 [914s]
[E-756rr] it56050: cur 33487.094 best 33490.458 (+0.000) T=0.356 acc54195 [915s]
[E-756rr] it56100: cur 33487.094 best 33490.458 (+0.000) T=0.347 acc54244 [915s]
[E-756rr] it56150: cur 33487.094 best 33490.458 (+0.000) T=0.339 acc54289 [916s]
[E-756rr] it56200: cur 33487.323 best 33490.458 (+0.000) T=0.330 acc54338 [917s]
[E-756rr] it56250: cur 33487.323 best 33490.458 (+0.000) T=0.322 acc54388 [918s]
[E-756rr] it56300: cur 33487.323 best 33490.458 (+0.000) T=0.314 acc54436 [918s]
[E-756rr] it56350: cur 33487.323 best 33490.458 (+0.000) T=0.307 acc54485 [919s]
[E-756rr] it56400: cur 33486.565 best 33490.458 (+0.000) T=0.299 acc54534 [920s]
[E-756rr] it56450: cur 33486.705 best 33490.458 (+0.000) T=0.292 acc54580 [921s]
[E-756rr] it56500: cur 33486.705 best 33490.458 (+0.000) T=0.284 acc54626 [921s]
[E-756rr] it56550: cur 33486.565 best 33490.458 (+0.000) T=0.277 acc54675 [922s]
[E-756rr] it56600: cur 33486.336 best 33490.458 (+0.000) T=0.271 acc54724 [923s]
[E-756rr] it56650: cur 33486.336 best 33490.458 (+0.000) T=0.264 acc54774 [924s]
[E-756rr] it56700: cur 33486.336 best 33490.458 (+0.000) T=0.257 acc54823 [925s]
[E-756rr] it56750: cur 33486.565 best 33490.458 (+0.000) T=0.251 acc54871 [925s]
[E-756rr] it56800: cur 33486.565 best 33490.458 (+0.000) T=0.245 acc54919 [926s]
[E-756rr] it56850: cur 33486.565 best 33490.458 (+0.000) T=0.239 acc54967 [927s]
[E-756rr] it56900: cur 33486.565 best 33490.458 (+0.000) T=0.233 acc55017 [928s]
[E-756rr] it56950: cur 33487.057 best 33490.458 (+0.000) T=0.227 acc55065 [928s]
[E-756rr] it57000: cur 33487.057 best 33490.458 (+0.000) T=0.221 acc55114 [929s]
[E-756rr] it57050: cur 33487.057 best 33490.458 (+0.000) T=0.216 acc55162 [930s]
[E-756rr] it57100: cur 33486.828 best 33490.458 (+0.000) T=0.211 acc55211 [931s]
[E-756rr] it57150: cur 33487.057 best 33490.458 (+0.000) T=0.205 acc55258 [931s]
[E-756rr] it57200: cur 33487.057 best 33490.458 (+0.000) T=0.200 acc55306 [932s]
[E-756rr] it57250: cur 33487.057 best 33490.458 (+0.000) T=0.195 acc55352 [933s]
[E-756rr] it57300: cur 33487.057 best 33490.458 (+0.000) T=0.191 acc55401 [934s]
[E-756rr] it57350: cur 33487.057 best 33490.458 (+0.000) T=0.186 acc55450 [935s]
[E-756rr] it57400: cur 33487.057 best 33490.458 (+0.000) T=0.181 acc55497 [935s]
[E-756rr] it57450: cur 33487.057 best 33490.458 (+0.000) T=0.177 acc55544 [936s]
[E-756rr] it57500: cur 33487.057 best 33490.458 (+0.000) T=0.172 acc55590 [937s]
[E-756rr] it57550: cur 33487.057 best 33490.458 (+0.000) T=0.168 acc55638 [938s]
[E-756rr] it57600: cur 33487.057 best 33490.458 (+0.000) T=0.164 acc55687 [939s]
[E-756rr] it57650: cur 33486.828 best 33490.458 (+0.000) T=0.160 acc55737 [939s]
[E-756rr] it57700: cur 33487.681 best 33490.458 (+0.000) T=0.156 acc55786 [940s]
[E-756rr] it57750: cur 33487.681 best 33490.458 (+0.000) T=0.152 acc55834 [941s]
[E-756rr] it57800: cur 33487.910 best 33490.458 (+0.000) T=0.148 acc55882 [942s]
[E-756rr] it57850: cur 33487.910 best 33490.458 (+0.000) T=0.145 acc55929 [942s]
[E-756rr] it57900: cur 33487.910 best 33490.458 (+0.000) T=0.141 acc55973 [943s]
[E-756rr] it57950: cur 33487.910 best 33490.458 (+0.000) T=0.138 acc56023 [944s]
[E-756rr] it58000: cur 33487.910 best 33490.458 (+0.000) T=0.134 acc56072 [945s]
[E-756rr] it58050: cur 33487.910 best 33490.458 (+0.000) T=0.131 acc56121 [945s]
[E-756rr] it58100: cur 33487.681 best 33490.458 (+0.000) T=0.128 acc56167 [946s]
[E-756rr] it58150: cur 33487.910 best 33490.458 (+0.000) T=0.125 acc56217 [947s]
[E-756rr] it58200: cur 33487.910 best 33490.458 (+0.000) T=0.122 acc56264 [948s]
[E-756rr] it58250: cur 33487.681 best 33490.458 (+0.000) T=0.119 acc56312 [948s]
[E-756rr] it58300: cur 33487.681 best 33490.458 (+0.000) T=0.116 acc56361 [949s]
[E-756rr] it58350: cur 33487.681 best 33490.458 (+0.000) T=0.113 acc56410 [950s]
[E-756rr] it58400: cur 33487.681 best 33490.458 (+0.000) T=0.110 acc56457 [951s]
[E-756rr] it58450: cur 33487.681 best 33490.458 (+0.000) T=0.107 acc56506 [952s]
[E-756rr] it58500: cur 33487.910 best 33490.458 (+0.000) T=0.105 acc56552 [952s]
[E-756rr] it58550: cur 33487.910 best 33490.458 (+0.000) T=0.102 acc56600 [953s]
[E-756rr] it58600: cur 33487.910 best 33490.458 (+0.000) T=0.099 acc56649 [954s]
[E-756rr] it58650: cur 33487.910 best 33490.458 (+0.000) T=0.097 acc56698 [955s]
[E-756rr] it58700: cur 33487.910 best 33490.458 (+0.000) T=0.095 acc56742 [956s]
[E-756rr] it58750: cur 33487.910 best 33490.458 (+0.000) T=0.092 acc56790 [956s]
[E-756rr] it58800: cur 33487.910 best 33490.458 (+0.000) T=0.090 acc56838 [957s]
[E-756rr] it58850: cur 33487.910 best 33490.458 (+0.000) T=0.088 acc56887 [958s]
[E-756rr] it58900: cur 33487.910 best 33490.458 (+0.000) T=0.086 acc56935 [959s]
[E-756rr] it58950: cur 33487.910 best 33490.458 (+0.000) T=0.084 acc56983 [959s]
[E-756rr] it59000: cur 33487.910 best 33490.458 (+0.000) T=0.081 acc57031 [960s]
[E-756rr] it59050: cur 33487.910 best 33490.458 (+0.000) T=0.079 acc57077 [961s]
[E-756rr] it59100: cur 33487.910 best 33490.458 (+0.000) T=0.077 acc57126 [962s]
[E-756rr] it59150: cur 33487.910 best 33490.458 (+0.000) T=0.076 acc57175 [963s]
[E-756rr] it59200: cur 33487.681 best 33490.458 (+0.000) T=0.074 acc57223 [963s]
[E-756rr] it59250: cur 33487.910 best 33490.458 (+0.000) T=0.072 acc57272 [964s]
[E-756rr] it59300: cur 33487.910 best 33490.458 (+0.000) T=0.070 acc57322 [965s]
[E-756rr] it59350: cur 33487.910 best 33490.458 (+0.000) T=0.068 acc57370 [966s]
[E-756rr] it59400: cur 33487.910 best 33490.458 (+0.000) T=0.067 acc57419 [966s]
[E-756rr] it59450: cur 33487.910 best 33490.458 (+0.000) T=0.065 acc57468 [967s]
[E-756rr] it59500: cur 33487.910 best 33490.458 (+0.000) T=0.063 acc57516 [968s]
[E-756rr] it59550: cur 33487.910 best 33490.458 (+0.000) T=0.062 acc57561 [969s]
[E-756rr] it59600: cur 33487.910 best 33490.458 (+0.000) T=0.060 acc57610 [970s]
[E-756rr] it59650: cur 33487.910 best 33490.458 (+0.000) T=0.059 acc57657 [970s]
[E-756rr] it59700: cur 33487.910 best 33490.458 (+0.000) T=0.057 acc57707 [971s]
[E-756rr] it59750: cur 33487.910 best 33490.458 (+0.000) T=0.056 acc57755 [972s]
[E-756rr] it59800: cur 33487.910 best 33490.458 (+0.000) T=0.055 acc57803 [973s]
[E-756rr] it59850: cur 33487.910 best 33490.458 (+0.000) T=0.053 acc57849 [973s]
[E-756rr] it59900: cur 33487.910 best 33490.458 (+0.000) T=0.052 acc57896 [974s]
[E-756rr] it59950: cur 33487.910 best 33490.458 (+0.000) T=0.051 acc57942 [975s]
[E-756rr] it60000: cur 33488.050 best 33490.458 (+0.000) T=0.049 acc57989 [976s]
[E-756rr] it60050: cur 33488.812 best 33490.458 (+0.000) T=1.951 acc58039 [977s]
[E-756rr] it60100: cur 33487.930 best 33490.458 (+0.000) T=1.902 acc58089 [977s]
[E-756rr] it60150: cur 33488.812 best 33490.458 (+0.000) T=1.855 acc58139 [978s]
[E-756rr] it60200: cur 33488.415 best 33490.458 (+0.000) T=1.810 acc58189 [979s]
[E-756rr] it60250: cur 33488.415 best 33490.458 (+0.000) T=1.765 acc58239 [979s]
[E-756rr] it60300: cur 33488.644 best 33490.458 (+0.000) T=1.721 acc58289 [980s]
[E-756rr] it60350: cur 33488.644 best 33490.458 (+0.000) T=1.679 acc58338 [981s]
[E-756rr] it60400: cur 33488.644 best 33490.458 (+0.000) T=1.637 acc58385 [982s]
[E-756rr] it60450: cur 33488.644 best 33490.458 (+0.000) T=1.597 acc58433 [983s]
[E-756rr] it60500: cur 33488.644 best 33490.458 (+0.000) T=1.558 acc58483 [983s]
[E-756rr] it60550: cur 33487.673 best 33490.458 (+0.000) T=1.519 acc58531 [984s]
[E-756rr] it60600: cur 33488.784 best 33490.458 (+0.000) T=1.482 acc58580 [985s]
[E-756rr] it60650: cur 33488.555 best 33490.458 (+0.000) T=1.445 acc58628 [986s]
[E-756rr] it60700: cur 33488.555 best 33490.458 (+0.000) T=1.409 acc58678 [986s]
[E-756rr] it60750: cur 33488.644 best 33490.458 (+0.000) T=1.374 acc58727 [987s]
[E-756rr] it60800: cur 33488.644 best 33490.458 (+0.000) T=1.341 acc58777 [988s]
[E-756rr] it60850: cur 33488.415 best 33490.458 (+0.000) T=1.307 acc58826 [989s]
[E-756rr] it60900: cur 33486.909 best 33490.458 (+0.000) T=1.275 acc58876 [990s]
[E-756rr] it60950: cur 33487.525 best 33490.458 (+0.000) T=1.244 acc58926 [990s]
[E-756rr] it61000: cur 33486.725 best 33490.458 (+0.000) T=1.213 acc58975 [991s]
[E-756rr] it61050: cur 33486.725 best 33490.458 (+0.000) T=1.183 acc59025 [992s]
[E-756rr] it61100: cur 33486.725 best 33490.458 (+0.000) T=1.154 acc59074 [993s]
[E-756rr] it61150: cur 33486.725 best 33490.458 (+0.000) T=1.125 acc59123 [993s]
[E-756rr] it61200: cur 33486.954 best 33490.458 (+0.000) T=1.097 acc59172 [994s]
[E-756rr] it61250: cur 33486.925 best 33490.458 (+0.000) T=1.070 acc59222 [995s]
[E-756rr] it61300: cur 33487.807 best 33490.458 (+0.000) T=1.044 acc59272 [996s]
[E-756rr] it61350: cur 33487.807 best 33490.458 (+0.000) T=1.018 acc59322 [996s]
[E-756rr] it61400: cur 33488.149 best 33490.458 (+0.000) T=0.993 acc59372 [997s]
[E-756rr] it61450: cur 33487.920 best 33490.458 (+0.000) T=0.968 acc59421 [998s]
[E-756rr] it61500: cur 33487.296 best 33490.458 (+0.000) T=0.945 acc59469 [999s]
[E-756rr] it61550: cur 33487.296 best 33490.458 (+0.000) T=0.921 acc59518 [1000s]
[E-756rr] it61600: cur 33487.296 best 33490.458 (+0.000) T=0.898 acc59564 [1000s]
[E-756rr] it61650: cur 33487.296 best 33490.458 (+0.000) T=0.876 acc59612 [1001s]
[E-756rr] it61700: cur 33487.296 best 33490.458 (+0.000) T=0.855 acc59662 [1002s]
[E-756rr] it61750: cur 33487.067 best 33490.458 (+0.000) T=0.834 acc59712 [1003s]
[E-756rr] it61800: cur 33487.067 best 33490.458 (+0.000) T=0.813 acc59760 [1004s]
[E-756rr] it61850: cur 33487.807 best 33490.458 (+0.000) T=0.793 acc59808 [1004s]
[E-756rr] it61900: cur 33487.807 best 33490.458 (+0.000) T=0.773 acc59857 [1005s]
[E-756rr] it61950: cur 33486.925 best 33490.458 (+0.000) T=0.754 acc59906 [1006s]
[E-756rr] it62000: cur 33487.339 best 33490.458 (+0.000) T=0.736 acc59956 [1007s]
[E-756rr] it62050: cur 33487.110 best 33490.458 (+0.000) T=0.717 acc60005 [1007s]
[E-756rr] it62100: cur 33487.110 best 33490.458 (+0.000) T=0.700 acc60053 [1008s]
[E-756rr] it62150: cur 33487.110 best 33490.458 (+0.000) T=0.682 acc60103 [1009s]
[E-756rr] it62200: cur 33487.110 best 33490.458 (+0.000) T=0.666 acc60151 [1010s]
[E-756rr] it62250: cur 33487.110 best 33490.458 (+0.000) T=0.649 acc60201 [1010s]
[E-756rr] it62300: cur 33487.110 best 33490.458 (+0.000) T=0.633 acc60250 [1011s]
[E-756rr] it62350: cur 33487.339 best 33490.458 (+0.000) T=0.617 acc60299 [1012s]
[E-756rr] it62400: cur 33487.339 best 33490.458 (+0.000) T=0.602 acc60347 [1013s]
[E-756rr] it62450: cur 33487.339 best 33490.458 (+0.000) T=0.587 acc60395 [1014s]
[E-756rr] it62500: cur 33487.339 best 33490.458 (+0.000) T=0.573 acc60445 [1014s]
[E-756rr] it62550: cur 33487.339 best 33490.458 (+0.000) T=0.559 acc60491 [1015s]
[E-756rr] it62600: cur 33487.110 best 33490.458 (+0.000) T=0.545 acc60541 [1016s]
[E-756rr] it62650: cur 33487.339 best 33490.458 (+0.000) T=0.531 acc60589 [1017s]
[E-756rr] it62700: cur 33487.339 best 33490.458 (+0.000) T=0.518 acc60638 [1017s]
[E-756rr] it62750: cur 33487.110 best 33490.458 (+0.000) T=0.506 acc60688 [1018s]
[E-756rr] it62800: cur 33487.110 best 33490.458 (+0.000) T=0.493 acc60738 [1019s]
[E-756rr] it62850: cur 33486.257 best 33490.458 (+0.000) T=0.481 acc60786 [1020s]
[E-756rr] it62900: cur 33485.687 best 33490.458 (+0.000) T=0.469 acc60834 [1020s]
[E-756rr] it62950: cur 33485.916 best 33490.458 (+0.000) T=0.457 acc60884 [1021s]
[E-756rr] it63000: cur 33485.916 best 33490.458 (+0.000) T=0.446 acc60931 [1022s]
[E-756rr] it63050: cur 33485.916 best 33490.458 (+0.000) T=0.435 acc60981 [1023s]
[E-756rr] it63100: cur 33485.916 best 33490.458 (+0.000) T=0.424 acc61028 [1023s]
[E-756rr] it63150: cur 33485.687 best 33490.458 (+0.000) T=0.414 acc61075 [1024s]
[E-756rr] it63200: cur 33485.687 best 33490.458 (+0.000) T=0.404 acc61125 [1025s]
[E-756rr] it63250: cur 33485.916 best 33490.458 (+0.000) T=0.394 acc61173 [1026s]
[E-756rr] it63300: cur 33485.687 best 33490.458 (+0.000) T=0.384 acc61219 [1026s]
[E-756rr] it63350: cur 33485.687 best 33490.458 (+0.000) T=0.374 acc61267 [1027s]
[E-756rr] it63400: cur 33485.916 best 33490.458 (+0.000) T=0.365 acc61314 [1028s]
[E-756rr] it63450: cur 33485.916 best 33490.458 (+0.000) T=0.356 acc61363 [1029s]
[E-756rr] it63500: cur 33485.916 best 33490.458 (+0.000) T=0.347 acc61412 [1030s]
[E-756rr] it63550: cur 33485.916 best 33490.458 (+0.000) T=0.339 acc61458 [1030s]
[E-756rr] it63600: cur 33485.916 best 33490.458 (+0.000) T=0.330 acc61505 [1031s]
[E-756rr] it63650: cur 33486.909 best 33490.458 (+0.000) T=0.322 acc61553 [1032s]
[E-756rr] it63700: cur 33486.680 best 33490.458 (+0.000) T=0.314 acc61603 [1033s]
[E-756rr] it63750: cur 33486.909 best 33490.458 (+0.000) T=0.307 acc61650 [1034s]
[E-756rr] it63800: cur 33486.909 best 33490.458 (+0.000) T=0.299 acc61700 [1034s]
[E-756rr] it63850: cur 33486.680 best 33490.458 (+0.000) T=0.292 acc61750 [1035s]
[E-756rr] it63900: cur 33486.540 best 33490.458 (+0.000) T=0.284 acc61800 [1036s]
[E-756rr] it63950: cur 33486.540 best 33490.458 (+0.000) T=0.277 acc61849 [1037s]
[E-756rr] it64000: cur 33486.540 best 33490.458 (+0.000) T=0.271 acc61899 [1037s]
[E-756rr] it64050: cur 33486.540 best 33490.458 (+0.000) T=0.264 acc61948 [1038s]
[E-756rr] it64100: cur 33486.540 best 33490.458 (+0.000) T=0.257 acc61996 [1039s]
[E-756rr] it64150: cur 33486.540 best 33490.458 (+0.000) T=0.251 acc62045 [1040s]
[E-756rr] it64200: cur 33486.769 best 33490.458 (+0.000) T=0.245 acc62093 [1040s]
[E-756rr] it64250: cur 33486.769 best 33490.458 (+0.000) T=0.239 acc62141 [1041s]
[E-756rr] it64300: cur 33486.769 best 33490.458 (+0.000) T=0.233 acc62191 [1042s]
[E-756rr] it64350: cur 33486.882 best 33490.458 (+0.000) T=0.227 acc62237 [1043s]
[E-756rr] it64400: cur 33486.882 best 33490.458 (+0.000) T=0.221 acc62283 [1043s]
[E-756rr] it64450: cur 33487.111 best 33490.458 (+0.000) T=0.216 acc62330 [1044s]
[E-756rr] it64500: cur 33487.111 best 33490.458 (+0.000) T=0.211 acc62378 [1045s]
[E-756rr] it64550: cur 33487.111 best 33490.458 (+0.000) T=0.205 acc62426 [1046s]
[E-756rr] it64600: cur 33487.111 best 33490.458 (+0.000) T=0.200 acc62474 [1047s]
[E-756rr] it64650: cur 33487.111 best 33490.458 (+0.000) T=0.195 acc62520 [1047s]
[E-756rr] it64700: cur 33486.882 best 33490.458 (+0.000) T=0.191 acc62566 [1048s]
[E-756rr] it64750: cur 33486.882 best 33490.458 (+0.000) T=0.186 acc62614 [1049s]
[E-756rr] it64800: cur 33486.882 best 33490.458 (+0.000) T=0.181 acc62664 [1050s]
[E-756rr] it64850: cur 33487.111 best 33490.458 (+0.000) T=0.177 acc62712 [1050s]
[E-756rr] it64900: cur 33487.111 best 33490.458 (+0.000) T=0.172 acc62760 [1051s]
[E-756rr] it64950: cur 33487.111 best 33490.458 (+0.000) T=0.168 acc62810 [1052s]
[E-756rr] it65000: cur 33487.111 best 33490.458 (+0.000) T=0.164 acc62859 [1053s]
[E-756rr] it65050: cur 33487.111 best 33490.458 (+0.000) T=0.160 acc62904 [1054s]
[E-756rr] it65100: cur 33487.111 best 33490.458 (+0.000) T=0.156 acc62952 [1054s]
[E-756rr] it65150: cur 33486.882 best 33490.458 (+0.000) T=0.152 acc63002 [1055s]
[E-756rr] it65200: cur 33486.882 best 33490.458 (+0.000) T=0.148 acc63051 [1056s]
