[E-756rr] bank 33490.458, 4479 matched. ruin-recreate K∈[100,400] 6000s seed7
[E-756rr] it91050: cur 33487.423 best 33490.458 (+0.000) T=0.968 acc87989 [1467s]
[E-756rr] it91100: cur 33487.563 best 33490.458 (+0.000) T=0.945 acc88039 [1468s]
[E-756rr] it91150: cur 33487.423 best 33490.458 (+0.000) T=0.921 acc88088 [1469s]
[E-756rr] it91200: cur 33487.423 best 33490.458 (+0.000) T=0.898 acc88138 [1470s]
[E-756rr] it91250: cur 33487.194 best 33490.458 (+0.000) T=0.876 acc88188 [1471s]
[E-756rr] it91300: cur 33487.194 best 33490.458 (+0.000) T=0.855 acc88238 [1471s]
[E-756rr] it91350: cur 33487.194 best 33490.458 (+0.000) T=0.834 acc88287 [1472s]
[E-756rr] it91400: cur 33487.423 best 33490.458 (+0.000) T=0.813 acc88336 [1473s]
[E-756rr] it91450: cur 33487.423 best 33490.458 (+0.000) T=0.793 acc88384 [1474s]
[E-756rr] it91500: cur 33487.536 best 33490.458 (+0.000) T=0.773 acc88434 [1475s]
[E-756rr] it91550: cur 33487.765 best 33490.458 (+0.000) T=0.754 acc88484 [1476s]
[E-756rr] it91600: cur 33486.654 best 33490.458 (+0.000) T=0.736 acc88534 [1476s]
[E-756rr] it91650: cur 33487.536 best 33490.458 (+0.000) T=0.717 acc88583 [1477s]
[E-756rr] it91700: cur 33487.765 best 33490.458 (+0.000) T=0.700 acc88632 [1478s]
[E-756rr] it91750: cur 33487.536 best 33490.458 (+0.000) T=0.682 acc88682 [1479s]
[E-756rr] it91800: cur 33487.765 best 33490.458 (+0.000) T=0.666 acc88731 [1480s]
[E-756rr] it91850: cur 33487.765 best 33490.458 (+0.000) T=0.649 acc88780 [1481s]
[E-756rr] it91900: cur 33487.905 best 33490.458 (+0.000) T=0.633 acc88828 [1481s]
[E-756rr] it91950: cur 33487.423 best 33490.458 (+0.000) T=0.617 acc88877 [1482s]
[E-756rr] it92000: cur 33487.194 best 33490.458 (+0.000) T=0.602 acc88924 [1483s]
[E-756rr] it92050: cur 33487.194 best 33490.458 (+0.000) T=0.587 acc88973 [1484s]
[E-756rr] it92100: cur 33487.194 best 33490.458 (+0.000) T=0.573 acc89023 [1485s]
[E-756rr] it92150: cur 33487.536 best 33490.458 (+0.000) T=0.559 acc89071 [1486s]
[E-756rr] it92200: cur 33486.883 best 33490.458 (+0.000) T=0.545 acc89119 [1486s]
[E-756rr] it92250: cur 33487.536 best 33490.458 (+0.000) T=0.531 acc89169 [1487s]
[E-756rr] it92300: cur 33487.452 best 33490.458 (+0.000) T=0.518 acc89219 [1488s]
[E-756rr] it92350: cur 33488.252 best 33490.458 (+0.000) T=0.506 acc89269 [1489s]
[E-756rr] it92400: cur 33488.023 best 33490.458 (+0.000) T=0.493 acc89319 [1489s]
[E-756rr] it92450: cur 33488.023 best 33490.458 (+0.000) T=0.481 acc89367 [1490s]
[E-756rr] it92500: cur 33488.252 best 33490.458 (+0.000) T=0.469 acc89416 [1491s]
[E-756rr] it92550: cur 33487.910 best 33490.458 (+0.000) T=0.457 acc89464 [1492s]
[E-756rr] it92600: cur 33487.910 best 33490.458 (+0.000) T=0.446 acc89512 [1493s]
[E-756rr] it92650: cur 33487.910 best 33490.458 (+0.000) T=0.435 acc89561 [1493s]
[E-756rr] it92700: cur 33487.057 best 33490.458 (+0.000) T=0.424 acc89609 [1494s]
[E-756rr] it92750: cur 33486.828 best 33490.458 (+0.000) T=0.414 acc89656 [1495s]
[E-756rr] it92800: cur 33486.828 best 33490.458 (+0.000) T=0.404 acc89703 [1496s]
[E-756rr] it92850: cur 33486.828 best 33490.458 (+0.000) T=0.394 acc89750 [1497s]
[E-756rr] it92900: cur 33487.057 best 33490.458 (+0.000) T=0.384 acc89799 [1497s]
[E-756rr] it92950: cur 33487.910 best 33490.458 (+0.000) T=0.374 acc89847 [1498s]
[E-756rr] it93000: cur 33487.910 best 33490.458 (+0.000) T=0.365 acc89895 [1499s]
[E-756rr] it93050: cur 33487.681 best 33490.458 (+0.000) T=0.356 acc89943 [1500s]
[E-756rr] it93100: cur 33487.910 best 33490.458 (+0.000) T=0.347 acc89992 [1501s]
[E-756rr] it93150: cur 33487.910 best 33490.458 (+0.000) T=0.339 acc90037 [1502s]
[E-756rr] it93200: cur 33487.681 best 33490.458 (+0.000) T=0.330 acc90084 [1502s]
[E-756rr] it93250: cur 33487.681 best 33490.458 (+0.000) T=0.322 acc90133 [1503s]
[E-756rr] it93300: cur 33487.681 best 33490.458 (+0.000) T=0.314 acc90180 [1504s]
[E-756rr] it93350: cur 33487.910 best 33490.458 (+0.000) T=0.307 acc90229 [1505s]
[E-756rr] it93400: cur 33487.910 best 33490.458 (+0.000) T=0.299 acc90277 [1506s]
[E-756rr] it93450: cur 33487.910 best 33490.458 (+0.000) T=0.292 acc90323 [1506s]
[E-756rr] it93500: cur 33487.910 best 33490.458 (+0.000) T=0.284 acc90372 [1507s]
[E-756rr] it93550: cur 33487.910 best 33490.458 (+0.000) T=0.277 acc90418 [1508s]
[E-756rr] it93600: cur 33487.681 best 33490.458 (+0.000) T=0.271 acc90465 [1509s]
[E-756rr] it93650: cur 33487.681 best 33490.458 (+0.000) T=0.264 acc90514 [1509s]
[E-756rr] it93700: cur 33487.910 best 33490.458 (+0.000) T=0.257 acc90561 [1510s]
[E-756rr] it93750: cur 33487.910 best 33490.458 (+0.000) T=0.251 acc90609 [1511s]
[E-756rr] it93800: cur 33488.050 best 33490.458 (+0.000) T=0.245 acc90658 [1512s]
[E-756rr] it93850: cur 33488.050 best 33490.458 (+0.000) T=0.239 acc90707 [1513s]
[E-756rr] it93900: cur 33487.821 best 33490.458 (+0.000) T=0.233 acc90754 [1513s]
[E-756rr] it93950: cur 33487.821 best 33490.458 (+0.000) T=0.227 acc90799 [1514s]
[E-756rr] it94000: cur 33488.050 best 33490.458 (+0.000) T=0.221 acc90846 [1515s]
[E-756rr] it94050: cur 33487.910 best 33490.458 (+0.000) T=0.216 acc90895 [1516s]
[E-756rr] it94100: cur 33487.910 best 33490.458 (+0.000) T=0.211 acc90942 [1516s]
[E-756rr] it94150: cur 33487.910 best 33490.458 (+0.000) T=0.205 acc90991 [1517s]
[E-756rr] it94200: cur 33487.910 best 33490.458 (+0.000) T=0.200 acc91038 [1518s]
[E-756rr] it94250: cur 33487.910 best 33490.458 (+0.000) T=0.195 acc91087 [1519s]
[E-756rr] it94300: cur 33487.910 best 33490.458 (+0.000) T=0.191 acc91136 [1520s]
[E-756rr] it94350: cur 33487.910 best 33490.458 (+0.000) T=0.186 acc91186 [1520s]
[E-756rr] it94400: cur 33487.910 best 33490.458 (+0.000) T=0.181 acc91232 [1521s]
[E-756rr] it94450: cur 33487.910 best 33490.458 (+0.000) T=0.177 acc91280 [1522s]
[E-756rr] it94500: cur 33487.910 best 33490.458 (+0.000) T=0.172 acc91328 [1523s]
[E-756rr] it94550: cur 33487.910 best 33490.458 (+0.000) T=0.168 acc91378 [1523s]
[E-756rr] it94600: cur 33487.910 best 33490.458 (+0.000) T=0.164 acc91424 [1524s]
[E-756rr] it94650: cur 33487.910 best 33490.458 (+0.000) T=0.160 acc91471 [1525s]
[E-756rr] it94700: cur 33487.910 best 33490.458 (+0.000) T=0.156 acc91518 [1526s]
[E-756rr] it94750: cur 33487.910 best 33490.458 (+0.000) T=0.152 acc91567 [1527s]
[E-756rr] it94800: cur 33487.681 best 33490.458 (+0.000) T=0.148 acc91617 [1527s]
[E-756rr] it94850: cur 33487.681 best 33490.458 (+0.000) T=0.145 acc91665 [1528s]
[E-756rr] it94900: cur 33487.681 best 33490.458 (+0.000) T=0.141 acc91714 [1529s]
[E-756rr] it94950: cur 33487.681 best 33490.458 (+0.000) T=0.138 acc91762 [1530s]
[E-756rr] it95000: cur 33487.910 best 33490.458 (+0.000) T=0.134 acc91811 [1531s]
[E-756rr] it95050: cur 33487.910 best 33490.458 (+0.000) T=0.131 acc91858 [1531s]
[E-756rr] it95100: cur 33487.910 best 33490.458 (+0.000) T=0.128 acc91907 [1532s]
[E-756rr] it95150: cur 33487.910 best 33490.458 (+0.000) T=0.125 acc91954 [1533s]
[E-756rr] it95200: cur 33487.681 best 33490.458 (+0.000) T=0.122 acc91999 [1534s]
[E-756rr] it95250: cur 33487.910 best 33490.458 (+0.000) T=0.119 acc92049 [1535s]
[E-756rr] it95300: cur 33487.910 best 33490.458 (+0.000) T=0.116 acc92094 [1535s]
[E-756rr] it95350: cur 33487.910 best 33490.458 (+0.000) T=0.113 acc92143 [1536s]
[E-756rr] it95400: cur 33487.910 best 33490.458 (+0.000) T=0.110 acc92191 [1537s]
[E-756rr] it95450: cur 33487.910 best 33490.458 (+0.000) T=0.107 acc92234 [1538s]
[E-756rr] it95500: cur 33487.910 best 33490.458 (+0.000) T=0.105 acc92282 [1539s]
[E-756rr] it95550: cur 33487.910 best 33490.458 (+0.000) T=0.102 acc92331 [1539s]
[E-756rr] it95600: cur 33487.910 best 33490.458 (+0.000) T=0.099 acc92379 [1540s]
[E-756rr] it95650: cur 33487.910 best 33490.458 (+0.000) T=0.097 acc92429 [1541s]
[E-756rr] it95700: cur 33487.910 best 33490.458 (+0.000) T=0.095 acc92477 [1542s]
[E-756rr] it95750: cur 33487.910 best 33490.458 (+0.000) T=0.092 acc92522 [1542s]
[E-756rr] it95800: cur 33487.910 best 33490.458 (+0.000) T=0.090 acc92570 [1543s]
[E-756rr] it95850: cur 33487.910 best 33490.458 (+0.000) T=0.088 acc92616 [1544s]
[E-756rr] it95900: cur 33487.910 best 33490.458 (+0.000) T=0.086 acc92662 [1545s]
[E-756rr] it95950: cur 33487.910 best 33490.458 (+0.000) T=0.084 acc92710 [1545s]
[E-756rr] it96000: cur 33487.910 best 33490.458 (+0.000) T=0.081 acc92758 [1546s]
[E-756rr] it96050: cur 33487.910 best 33490.458 (+0.000) T=0.079 acc92808 [1547s]
[E-756rr] it96100: cur 33487.910 best 33490.458 (+0.000) T=0.077 acc92857 [1548s]
[E-756rr] it96150: cur 33487.910 best 33490.458 (+0.000) T=0.076 acc92905 [1549s]
[E-756rr] it96200: cur 33487.910 best 33490.458 (+0.000) T=0.074 acc92954 [1549s]
[E-756rr] it96250: cur 33487.910 best 33490.458 (+0.000) T=0.072 acc93002 [1550s]
[E-756rr] it96300: cur 33487.910 best 33490.458 (+0.000) T=0.070 acc93052 [1551s]
[E-756rr] it96350: cur 33487.910 best 33490.458 (+0.000) T=0.068 acc93102 [1552s]
[E-756rr] it96400: cur 33487.910 best 33490.458 (+0.000) T=0.067 acc93151 [1553s]
[E-756rr] it96450: cur 33487.910 best 33490.458 (+0.000) T=0.065 acc93198 [1553s]
[E-756rr] it96500: cur 33487.910 best 33490.458 (+0.000) T=0.063 acc93245 [1554s]
[E-756rr] it96550: cur 33487.910 best 33490.458 (+0.000) T=0.062 acc93294 [1555s]
[E-756rr] it96600: cur 33487.910 best 33490.458 (+0.000) T=0.060 acc93342 [1556s]
[E-756rr] it96650: cur 33487.910 best 33490.458 (+0.000) T=0.059 acc93389 [1557s]
[E-756rr] it96700: cur 33487.910 best 33490.458 (+0.000) T=0.057 acc93435 [1558s]
[E-756rr] it96750: cur 33487.910 best 33490.458 (+0.000) T=0.056 acc93482 [1559s]
[E-756rr] it96800: cur 33487.910 best 33490.458 (+0.000) T=0.055 acc93531 [1559s]
[E-756rr] it96850: cur 33487.910 best 33490.458 (+0.000) T=0.053 acc93577 [1560s]
[E-756rr] it96900: cur 33487.910 best 33490.458 (+0.000) T=0.052 acc93625 [1561s]
[E-756rr] it96950: cur 33487.910 best 33490.458 (+0.000) T=0.051 acc93673 [1562s]
[E-756rr] it97000: cur 33487.910 best 33490.458 (+0.000) T=0.049 acc93721 [1562s]
[E-756rr] it97050: cur 33489.776 best 33490.458 (+0.000) T=1.951 acc93771 [1563s]
[E-756rr] it97100: cur 33489.467 best 33490.458 (+0.000) T=1.902 acc93821 [1564s]
[E-756rr] it97150: cur 33487.106 best 33490.458 (+0.000) T=1.855 acc93871 [1565s]
[E-756rr] it97200: cur 33488.217 best 33490.458 (+0.000) T=1.810 acc93919 [1565s]
[E-756rr] it97250: cur 33487.988 best 33490.458 (+0.000) T=1.765 acc93967 [1566s]
[E-756rr] it97300: cur 33488.217 best 33490.458 (+0.000) T=1.721 acc94016 [1567s]
[E-756rr] it97350: cur 33487.988 best 33490.458 (+0.000) T=1.679 acc94065 [1568s]
[E-756rr] it97400: cur 33487.646 best 33490.458 (+0.000) T=1.637 acc94115 [1569s]
[E-756rr] it97450: cur 33487.609 best 33490.458 (+0.000) T=1.597 acc94164 [1569s]
[E-756rr] it97500: cur 33487.609 best 33490.458 (+0.000) T=1.558 acc94212 [1570s]
[E-756rr] it97550: cur 33487.380 best 33490.458 (+0.000) T=1.519 acc94262 [1571s]
[E-756rr] it97600: cur 33487.609 best 33490.458 (+0.000) T=1.482 acc94311 [1572s]
[E-756rr] it97650: cur 33487.380 best 33490.458 (+0.000) T=1.445 acc94360 [1573s]
[E-756rr] it97700: cur 33487.380 best 33490.458 (+0.000) T=1.409 acc94410 [1573s]
[E-756rr] it97750: cur 33487.380 best 33490.458 (+0.000) T=1.374 acc94459 [1574s]
[E-756rr] it97800: cur 33487.609 best 33490.458 (+0.000) T=1.341 acc94509 [1575s]
[E-756rr] it97850: cur 33487.609 best 33490.458 (+0.000) T=1.307 acc94559 [1576s]
[E-756rr] it97900: cur 33487.609 best 33490.458 (+0.000) T=1.275 acc94608 [1576s]
[E-756rr] it97950: cur 33487.609 best 33490.458 (+0.000) T=1.244 acc94657 [1577s]
[E-756rr] it98000: cur 33487.380 best 33490.458 (+0.000) T=1.213 acc94707 [1578s]
[E-756rr] it98050: cur 33487.380 best 33490.458 (+0.000) T=1.183 acc94756 [1579s]
[E-756rr] it98100: cur 33487.380 best 33490.458 (+0.000) T=1.154 acc94806 [1579s]
[E-756rr] it98150: cur 33487.380 best 33490.458 (+0.000) T=1.125 acc94853 [1580s]
[E-756rr] it98200: cur 33487.609 best 33490.458 (+0.000) T=1.097 acc94902 [1581s]
[E-756rr] it98250: cur 33487.609 best 33490.458 (+0.000) T=1.070 acc94951 [1582s]
[E-756rr] it98300: cur 33487.609 best 33490.458 (+0.000) T=1.044 acc95001 [1583s]
[E-756rr] it98350: cur 33487.609 best 33490.458 (+0.000) T=1.018 acc95051 [1583s]
[E-756rr] it98400: cur 33487.380 best 33490.458 (+0.000) T=0.993 acc95099 [1584s]
[E-756rr] it98450: cur 33487.380 best 33490.458 (+0.000) T=0.968 acc95148 [1585s]
[E-756rr] it98500: cur 33486.936 best 33490.458 (+0.000) T=0.945 acc95198 [1586s]
[E-756rr] it98550: cur 33486.936 best 33490.458 (+0.000) T=0.921 acc95247 [1587s]
[E-756rr] it98600: cur 33485.121 best 33490.458 (+0.000) T=0.898 acc95296 [1588s]
[E-756rr] it98650: cur 33485.774 best 33490.458 (+0.000) T=0.876 acc95343 [1589s]
[E-756rr] it98700: cur 33485.306 best 33490.458 (+0.000) T=0.855 acc95393 [1589s]
[E-756rr] it98750: cur 33485.535 best 33490.458 (+0.000) T=0.834 acc95441 [1590s]
[E-756rr] it98800: cur 33484.964 best 33490.458 (+0.000) T=0.813 acc95491 [1591s]
[E-756rr] it98850: cur 33484.964 best 33490.458 (+0.000) T=0.793 acc95538 [1592s]
[E-756rr] it98900: cur 33484.735 best 33490.458 (+0.000) T=0.773 acc95587 [1593s]
[E-756rr] it98950: cur 33485.077 best 33490.458 (+0.000) T=0.754 acc95637 [1594s]
[E-756rr] it99000: cur 33485.077 best 33490.458 (+0.000) T=0.736 acc95686 [1594s]
[E-756rr] it99050: cur 33485.306 best 33490.458 (+0.000) T=0.717 acc95736 [1595s]
[E-756rr] it99100: cur 33485.077 best 33490.458 (+0.000) T=0.700 acc95784 [1596s]
[E-756rr] it99150: cur 33485.077 best 33490.458 (+0.000) T=0.682 acc95834 [1597s]
[E-756rr] it99200: cur 33484.735 best 33490.458 (+0.000) T=0.666 acc95882 [1598s]
[E-756rr] it99250: cur 33484.964 best 33490.458 (+0.000) T=0.649 acc95932 [1599s]
[E-756rr] it99300: cur 33484.964 best 33490.458 (+0.000) T=0.633 acc95982 [1600s]
[E-756rr] it99350: cur 33484.964 best 33490.458 (+0.000) T=0.617 acc96030 [1600s]
[E-756rr] it99400: cur 33484.964 best 33490.458 (+0.000) T=0.602 acc96080 [1601s]
[E-756rr] it99450: cur 33484.735 best 33490.458 (+0.000) T=0.587 acc96128 [1602s]
[E-756rr] it99500: cur 33484.735 best 33490.458 (+0.000) T=0.573 acc96177 [1603s]
[E-756rr] it99550: cur 33484.964 best 33490.458 (+0.000) T=0.559 acc96225 [1604s]
[E-756rr] it99600: cur 33484.964 best 33490.458 (+0.000) T=0.545 acc96275 [1605s]
[E-756rr] it99650: cur 33484.735 best 33490.458 (+0.000) T=0.531 acc96325 [1606s]
[E-756rr] it99700: cur 33484.735 best 33490.458 (+0.000) T=0.518 acc96375 [1606s]
[E-756rr] it99750: cur 33484.735 best 33490.458 (+0.000) T=0.506 acc96425 [1607s]
[E-756rr] it99800: cur 33484.735 best 33490.458 (+0.000) T=0.493 acc96474 [1608s]
[E-756rr] it99850: cur 33484.964 best 33490.458 (+0.000) T=0.481 acc96523 [1609s]
[E-756rr] it99900: cur 33485.817 best 33490.458 (+0.000) T=0.469 acc96572 [1610s]
[E-756rr] it99950: cur 33485.817 best 33490.458 (+0.000) T=0.457 acc96621 [1611s]
[E-756rr] it100000: cur 33485.817 best 33490.458 (+0.000) T=0.446 acc96671 [1612s]
[E-756rr] it100050: cur 33485.817 best 33490.458 (+0.000) T=0.435 acc96720 [1612s]
[E-756rr] it100100: cur 33485.817 best 33490.458 (+0.000) T=0.424 acc96768 [1613s]
[E-756rr] it100150: cur 33485.817 best 33490.458 (+0.000) T=0.414 acc96818 [1614s]
[E-756rr] it100200: cur 33485.504 best 33490.458 (+0.000) T=0.404 acc96867 [1615s]
[E-756rr] it100250: cur 33485.733 best 33490.458 (+0.000) T=0.394 acc96916 [1616s]
[E-756rr] it100300: cur 33485.547 best 33490.458 (+0.000) T=0.384 acc96966 [1617s]
[E-756rr] it100350: cur 33485.547 best 33490.458 (+0.000) T=0.374 acc97014 [1618s]
[E-756rr] it100400: cur 33485.318 best 33490.458 (+0.000) T=0.365 acc97062 [1619s]
[E-756rr] it100450: cur 33485.547 best 33490.458 (+0.000) T=0.356 acc97111 [1619s]
[E-756rr] it100500: cur 33485.547 best 33490.458 (+0.000) T=0.347 acc97159 [1620s]
[E-756rr] it100550: cur 33485.318 best 33490.458 (+0.000) T=0.339 acc97205 [1621s]
[E-756rr] it100600: cur 33485.547 best 33490.458 (+0.000) T=0.330 acc97253 [1622s]
[E-756rr] it100650: cur 33485.547 best 33490.458 (+0.000) T=0.322 acc97301 [1623s]
[E-756rr] it100700: cur 33485.547 best 33490.458 (+0.000) T=0.314 acc97351 [1623s]
[E-756rr] it100750: cur 33485.547 best 33490.458 (+0.000) T=0.307 acc97398 [1624s]
[E-756rr] it100800: cur 33485.547 best 33490.458 (+0.000) T=0.299 acc97447 [1625s]
[E-756rr] it100850: cur 33485.547 best 33490.458 (+0.000) T=0.292 acc97496 [1626s]
[E-756rr] it100900: cur 33485.547 best 33490.458 (+0.000) T=0.284 acc97542 [1626s]
[E-756rr] it100950: cur 33485.318 best 33490.458 (+0.000) T=0.277 acc97590 [1627s]
[E-756rr] it101000: cur 33485.318 best 33490.458 (+0.000) T=0.271 acc97639 [1628s]
[E-756rr] it101050: cur 33485.318 best 33490.458 (+0.000) T=0.264 acc97687 [1629s]
[E-756rr] it101100: cur 33485.547 best 33490.458 (+0.000) T=0.257 acc97737 [1630s]
[E-756rr] it101150: cur 33485.547 best 33490.458 (+0.000) T=0.251 acc97786 [1630s]
[E-756rr] it101200: cur 33485.547 best 33490.458 (+0.000) T=0.245 acc97833 [1631s]
[E-756rr] it101250: cur 33485.547 best 33490.458 (+0.000) T=0.239 acc97881 [1632s]
[E-756rr] it101300: cur 33485.547 best 33490.458 (+0.000) T=0.233 acc97929 [1633s]
[E-756rr] it101350: cur 33486.118 best 33490.458 (+0.000) T=0.227 acc97977 [1634s]
[E-756rr] it101400: cur 33486.118 best 33490.458 (+0.000) T=0.221 acc98026 [1634s]
[E-756rr] it101450: cur 33485.889 best 33490.458 (+0.000) T=0.216 acc98073 [1635s]
[E-756rr] it101500: cur 33485.889 best 33490.458 (+0.000) T=0.211 acc98121 [1636s]
[E-756rr] it101550: cur 33486.118 best 33490.458 (+0.000) T=0.205 acc98169 [1637s]
[E-756rr] it101600: cur 33486.118 best 33490.458 (+0.000) T=0.200 acc98217 [1638s]
[E-756rr] it101650: cur 33486.118 best 33490.458 (+0.000) T=0.195 acc98264 [1639s]
[E-756rr] it101700: cur 33486.118 best 33490.458 (+0.000) T=0.191 acc98313 [1639s]
[E-756rr] it101750: cur 33486.118 best 33490.458 (+0.000) T=0.186 acc98362 [1640s]
[E-756rr] it101800: cur 33485.889 best 33490.458 (+0.000) T=0.181 acc98409 [1641s]
[E-756rr] it101850: cur 33485.889 best 33490.458 (+0.000) T=0.177 acc98458 [1642s]
[E-756rr] it101900: cur 33486.118 best 33490.458 (+0.000) T=0.172 acc98507 [1643s]
[E-756rr] it101950: cur 33486.118 best 33490.458 (+0.000) T=0.168 acc98555 [1643s]
[E-756rr] it102000: cur 33486.258 best 33490.458 (+0.000) T=0.164 acc98599 [1644s]
[E-756rr] it102050: cur 33486.118 best 33490.458 (+0.000) T=0.160 acc98646 [1645s]
[E-756rr] it102100: cur 33485.889 best 33490.458 (+0.000) T=0.156 acc98695 [1646s]
[E-756rr] it102150: cur 33486.118 best 33490.458 (+0.000) T=0.152 acc98744 [1647s]
[E-756rr] it102200: cur 33486.118 best 33490.458 (+0.000) T=0.148 acc98793 [1647s]
[E-756rr] it102250: cur 33485.889 best 33490.458 (+0.000) T=0.145 acc98841 [1648s]
[E-756rr] it102300: cur 33485.889 best 33490.458 (+0.000) T=0.141 acc98888 [1649s]
[E-756rr] it102350: cur 33486.258 best 33490.458 (+0.000) T=0.138 acc98936 [1650s]
[E-756rr] it102400: cur 33486.258 best 33490.458 (+0.000) T=0.134 acc98980 [1651s]
[E-756rr] it102450: cur 33486.258 best 33490.458 (+0.000) T=0.131 acc99027 [1652s]
[E-756rr] it102500: cur 33486.258 best 33490.458 (+0.000) T=0.128 acc99076 [1652s]
[E-756rr] it102550: cur 33486.118 best 33490.458 (+0.000) T=0.125 acc99124 [1653s]
[E-756rr] it102600: cur 33486.118 best 33490.458 (+0.000) T=0.122 acc99172 [1654s]
[E-756rr] it102650: cur 33486.118 best 33490.458 (+0.000) T=0.119 acc99221 [1655s]
[E-756rr] it102700: cur 33486.118 best 33490.458 (+0.000) T=0.116 acc99269 [1656s]
[E-756rr] it102750: cur 33486.118 best 33490.458 (+0.000) T=0.113 acc99317 [1657s]
[E-756rr] it102800: cur 33486.118 best 33490.458 (+0.000) T=0.110 acc99365 [1658s]
[E-756rr] it102850: cur 33486.118 best 33490.458 (+0.000) T=0.107 acc99414 [1658s]
[E-756rr] it102900: cur 33486.118 best 33490.458 (+0.000) T=0.105 acc99462 [1659s]
[E-756rr] it102950: cur 33486.118 best 33490.458 (+0.000) T=0.102 acc99508 [1660s]
[E-756rr] it103000: cur 33486.118 best 33490.458 (+0.000) T=0.099 acc99556 [1661s]
[E-756rr] it103050: cur 33486.304 best 33490.458 (+0.000) T=0.097 acc99604 [1661s]
[E-756rr] it103100: cur 33486.304 best 33490.458 (+0.000) T=0.095 acc99653 [1662s]
[E-756rr] it103150: cur 33486.304 best 33490.458 (+0.000) T=0.092 acc99701 [1663s]
[E-756rr] it103200: cur 33486.304 best 33490.458 (+0.000) T=0.090 acc99747 [1664s]
[E-756rr] it103250: cur 33486.075 best 33490.458 (+0.000) T=0.088 acc99796 [1665s]
[E-756rr] it103300: cur 33486.304 best 33490.458 (+0.000) T=0.086 acc99844 [1665s]
[E-756rr] it103350: cur 33486.304 best 33490.458 (+0.000) T=0.084 acc99892 [1666s]
[E-756rr] it103400: cur 33486.304 best 33490.458 (+0.000) T=0.081 acc99941 [1667s]
[E-756rr] it103450: cur 33486.304 best 33490.458 (+0.000) T=0.079 acc99991 [1668s]
[E-756rr] it103500: cur 33486.304 best 33490.458 (+0.000) T=0.077 acc100038 [1668s]
[E-756rr] it103550: cur 33486.304 best 33490.458 (+0.000) T=0.076 acc100087 [1669s]
[E-756rr] it103600: cur 33486.304 best 33490.458 (+0.000) T=0.074 acc100133 [1670s]
[E-756rr] it103650: cur 33486.304 best 33490.458 (+0.000) T=0.072 acc100183 [1671s]
[E-756rr] it103700: cur 33486.304 best 33490.458 (+0.000) T=0.070 acc100230 [1672s]
[E-756rr] it103750: cur 33486.304 best 33490.458 (+0.000) T=0.068 acc100278 [1672s]
[E-756rr] it103800: cur 33486.304 best 33490.458 (+0.000) T=0.067 acc100326 [1673s]
[E-756rr] it103850: cur 33486.304 best 33490.458 (+0.000) T=0.065 acc100373 [1674s]
[E-756rr] it103900: cur 33486.304 best 33490.458 (+0.000) T=0.063 acc100420 [1675s]
[E-756rr] it103950: cur 33486.304 best 33490.458 (+0.000) T=0.062 acc100468 [1676s]
[E-756rr] it104000: cur 33486.304 best 33490.458 (+0.000) T=0.060 acc100517 [1676s]
[E-756rr] it104050: cur 33486.304 best 33490.458 (+0.000) T=0.059 acc100561 [1677s]
[E-756rr] it104100: cur 33486.304 best 33490.458 (+0.000) T=0.057 acc100609 [1678s]
[E-756rr] it104150: cur 33486.304 best 33490.458 (+0.000) T=0.056 acc100659 [1679s]
[E-756rr] it104200: cur 33486.304 best 33490.458 (+0.000) T=0.055 acc100707 [1680s]
[E-756rr] it104250: cur 33486.304 best 33490.458 (+0.000) T=0.053 acc100753 [1680s]
[E-756rr] it104300: cur 33486.304 best 33490.458 (+0.000) T=0.052 acc100801 [1681s]
[E-756rr] it104350: cur 33486.304 best 33490.458 (+0.000) T=0.051 acc100850 [1682s]
[E-756rr] it104400: cur 33486.304 best 33490.458 (+0.000) T=0.049 acc100896 [1683s]
[E-756rr] it104450: cur 33490.458 best 33490.458 (+0.000) T=1.951 acc100946 [1684s]
[E-756rr] it104500: cur 33489.467 best 33490.458 (+0.000) T=1.902 acc100994 [1684s]
[E-756rr] it104550: cur 33489.467 best 33490.458 (+0.000) T=1.855 acc101042 [1685s]
[E-756rr] it104600: cur 33489.125 best 33490.458 (+0.000) T=1.810 acc101092 [1686s]
[E-756rr] it104650: cur 33488.896 best 33490.458 (+0.000) T=1.765 acc101141 [1687s]
[E-756rr] it104700: cur 33489.125 best 33490.458 (+0.000) T=1.721 acc101190 [1687s]
[E-756rr] it104750: cur 33488.896 best 33490.458 (+0.000) T=1.679 acc101237 [1688s]
[E-756rr] it104800: cur 33489.125 best 33490.458 (+0.000) T=1.637 acc101286 [1689s]
[E-756rr] it104850: cur 33489.125 best 33490.458 (+0.000) T=1.597 acc101335 [1690s]
[E-756rr] it104900: cur 33488.896 best 33490.458 (+0.000) T=1.558 acc101383 [1691s]
[E-756rr] it104950: cur 33489.125 best 33490.458 (+0.000) T=1.519 acc101433 [1691s]
[E-756rr] it105000: cur 33489.125 best 33490.458 (+0.000) T=1.482 acc101483 [1692s]
[E-756rr] it105050: cur 33488.896 best 33490.458 (+0.000) T=1.445 acc101533 [1693s]
[E-756rr] it105100: cur 33488.499 best 33490.458 (+0.000) T=1.409 acc101579 [1694s]
[E-756rr] it105150: cur 33488.499 best 33490.458 (+0.000) T=1.374 acc101628 [1694s]
[E-756rr] it105200: cur 33488.728 best 33490.458 (+0.000) T=1.341 acc101678 [1695s]
