E-508: bank_mk=142.9183, target=R1=101.65
Bank perm fast walk: mk=162.2333333492279 ok=True
  [s=4 it=1059557 t=1381s T=2.86] cur=158.77 best=152.99 walks=1043254 feas=35198 acc=12248 (756/s)
  [s=0 it=1084853 t=1381s T=0.50] cur=152.17 best=151.75 walks=1068049 feas=36476 acc=14149 (774/s)
  [s=3 it=1112113 t=1381s T=0.50] cur=152.31 best=151.75 walks=1094784 feas=35696 acc=11704 (793/s)
  [s=2 it=1105667 t=1381s T=0.50] cur=153.31 best=151.75 walks=1088652 feas=36110 acc=12528 (788/s)
  [s=7 it=1067430 t=1381s T=0.50] cur=157.81 best=151.75 walks=1051150 feas=35773 acc=12957 (761/s)
  [s=5 it=1101646 t=1381s T=0.50] cur=154.99 best=151.75 walks=1084614 feas=36031 acc=12651 (785/s)
  [s=6 it=1093449 t=1381s T=0.50] cur=152.99 best=151.75 walks=1076469 feas=35889 acc=14907 (780/s)
  [s=0 it=1134437 t=1441s T=0.50] cur=151.75 best=151.75 walks=1116889 feas=37910 acc=14531 (775/s)
  [s=4 it=1107723 t=1441s T=1.32] cur=152.17 best=151.75 walks=1090672 feas=36746 acc=13016 (757/s)
  [s=3 it=1162794 t=1441s T=0.50] cur=152.17 best=151.75 walks=1144691 feas=37305 acc=12035 (795/s)
  [s=1 it=1138187 t=1441s T=1.07] cur=156.73 best=151.75 walks=1120465 feas=37245 acc=14474 (778/s)
  [s=2 it=1155423 t=1441s T=0.50] cur=152.17 best=151.75 walks=1137627 feas=37708 acc=12907 (790/s)
  [s=7 it=1115295 t=1441s T=0.50] cur=156.49 best=151.75 walks=1098280 feas=37307 acc=13427 (762/s)
  [s=5 it=1148976 t=1441s T=3.13] cur=171.25 best=151.75 walks=1131222 feas=37625 acc=13414 (785/s)
  [s=6 it=1141855 t=1441s T=2.36] cur=166.94 best=151.75 walks=1124128 feas=37484 acc=15873 (780/s)
  [s=1 DONE it=1185970 t=1500s] best=151.75 walks=1167482 feas=38646 acc=15007 top_perms=50
  [s=0 DONE it=1183722 t=1500s] best=151.75 walks=1165467 feas=39353 acc=14965 top_perms=50
  [s=2 DONE it=1204148 t=1500s] best=151.75 walks=1185623 feas=39295 acc=13261 top_perms=50
  [s=3 DONE it=1212889 t=1500s] best=151.75 walks=1193954 feas=38930 acc=12373 top_perms=50
  [s=4 DONE it=1155743 t=1500s] best=151.75 walks=1137943 feas=38258 acc=13462 top_perms=50
